title,uri,raw_ec_thumbnails,raw_ec_shortdesc,raw_lcbo_tastingnotes,raw_lcbo_region_name,raw_country_of_manufacture,raw_lcbo_program,raw_created_at,raw_is_buyable,raw_ec_price,raw_ec_promo_price,raw_ec_final_price,raw_lcbo_unit_volume,raw_lcbo_alcohol_percent,raw_lcbo_sugar_gm_per_ltr,raw_lcbo_bottles_per_pack,raw_sysconcepts,raw_ec_category,raw_ec_category_filter,raw_lcbo_varietal_name,raw_stores_stock,raw_stores_stock_combined,raw_stores_low_stock_combined,raw_stores_low_stock,raw_out_of_stock,stores_inventory,raw_online_inventory,raw_avg_reviews,raw_ec_rating,weighted_rating,raw_view_rank_yearly,raw_view_rank_monthly,raw_sell_rank_yearly,raw_sell_rank_monthly
Villa Annaberta Valpolicella Ripasso Superiore,https://www.lcbo.com/en/villa-annaberta-valpolicella-ripasso-superiore-378091,https://aem.lcbo.com/content/dam/lcbo/products/3/7/8/0/378091.jpg.thumb.319.319.png,"Ripasso wines are beloved for their rich fruit flavours and food-friendly structure. This example from Villa Annaberta shows the aroma of figs, black currants, and toast. The palate is fruit-forward, with spice and toasty oak notes adding depth. This Ripasso would pair well with roasted meats, aged cheeses and cured hams.","Ripasso wines are beloved for their rich fruit flavours and food-friendly structure. This example from Villa Annaberta shows the aroma of figs, black currants, and toast. The palate is fruit-forward, with spice and toasty oak notes adding depth. This Ripasso would pair well with roasted meats, aged cheeses and cured hams.",Veneto,Italy,N/A,1642640346000,true,20.05,N/A,20.05,750,13.5,11.0,1,Ripasso ; cured hams ; aged cheeses ; roasted meats ; oak notes ; black currants ; Villa Annaberta ; food-friendly structure ; fruit flavours ; fruit-forward,"['Deals', 'Events', 'Collections', 'Deals|Aeroplan', 'Events|Vintages Events', 'Collections|Top Italian Wines', 'Events|Vintages Events|UGCB Event', 'Collections|Shop Red Wines by Price', 'Collections|Shop Red Wines by Price|$15 to $20', 'Deals|Aeroplan|Spend and Get on Italian products', 'Deals|Aeroplan|Spend and Get on Italian products|Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Bardolino/Valpolicella,true,true,false,false,false,45,45,7,4.9,4.719668966848429,260,2586,855,2710
Yellow Tail Cabernet Sauvignon,https://www.lcbo.com/en/yellow-tail-cabernet-sauvignon-572164,https://aem.lcbo.com/content/dam/lcbo/products/5/7/2/1/572164.jpg.thumb.319.319.png,"Deep purple with intense aromas of prune and candy/vanilla. The palate is rich with confectionary black fruit, black olive and wood spice. The finish is rich and mellow.","Deep purple with intense aromas of prune and candy/vanilla. The palate is rich with confectionary black fruit, black olive and wood spice. The finish is rich and mellow.",N/A,Australia,N/A,1642640785000,true,26.05,N/A,26.05,1500,13.5,9.0,1,rich ; wood spice ; intense aromas ; Deep purple ; mellow ; finish ; palate ; vanilla,"['Collections', 'Collections|Shop Red Wines by Price', 'Collections|Shop Red Wines by Price|$20 to $30', 'Collections|Celebrate with Large-Format Magnum Wines', 'Collections|Celebrate with Large-Format Magnum Wines|Magnum Red Wines - 1500ml', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Cabernet Sauvignon,true,true,false,false,false,6,6,6,4.3,4.483398277276455,9397,7744,3783,N/A
Yellow Tail Cabernet Sauvignon,https://www.lcbo.com/en/yellow-tail-cabernet-sauvignon-621623,https://aem.lcbo.com/content/dam/lcbo/products/6/2/1/6/621623.jpg.thumb.319.319.png,"Deep purple with intense aromas of prune and candy/vanilla. The palate is rich with confectionary black fruit, black olive and wood spice. The finish is rich and mellow.","Deep purple with intense aromas of prune and candy/vanilla. The palate is rich with confectionary black fruit, black olive and wood spice. The finish is rich and mellow.",N/A,Australia,N/A,1642640881000,true,15.0,N/A,15.0,750,13.5,9.0,1,rich ; wood spice ; intense aromas ; Deep purple ; mellow ; finish ; palate ; vanilla,"['Deals', 'Collections', 'Deals|Aeroplan', 'Collections|Save on Wines', 'Collections|Australian BBQ Wines', 'Collections|Shop Red Wines by Price', 'Collections|Shop Red Wines by Price|Under $15', 'Deals|Aeroplan|Winter Online Exclusive Aeroplan Contest', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Cabernet Sauvignon,true,true,false,false,false,470,470,6,4.3,4.483398277276455,1398,2871,171,347
"Toro Bravo Tempranillo Merlot DO, Valencia",https://www.lcbo.com/en/toro-bravo-tempranillo-merlot-do-valencia-635755,https://aem.lcbo.com/content/dam/lcbo/products/6/3/5/7/635755.jpg.thumb.319.319.png,"Frequently heralded as a wine of exceptional value, Toro Bravo Tempranillo Merlot is a must-try red. On the nose, anticipate blackberry and plum aromas complemented by black pepper, caramel and earth notes. The palate is smooth, expressing ripe dark fruit and chocolate flavours. It is a great match for gourmet burgers.","Frequently heralded as a wine of exceptional value, Toro Bravo Tempranillo Merlot is a must-try red. On the nose, anticipate blackberry and plum aromas complemented by black pepper, caramel and earth notes. The palate is smooth, expressing ripe dark fruit and chocolate flavours. It is a great match for gourmet burgers.",Valencia,Spain,N/A,1642640932000,true,9.95,N/A,9.95,750,13.0,5.0,1,gourmet burgers ; chocolate flavours ; dark fruit ; earth notes ; black pepper ; plum aromas ; must-try red ; Bravo Tempranillo Merlot ; Frequently heralded ; wine of exceptional,"['Deals', 'Events', 'Gift Shop', 'Collections', 'Deals|Aeroplan', 'Gift Shop|Holiday', 'Gift Shop|For the Host', 'Events|Vintages Events', 'Collections|Great Wines', 'Collections|Top Sellers', 'Collections|Top 10 wines', 'Collections|Wines Under $20', 'Collections|Top Hits of Summer', 'Collections|Red Wine Best Sellers', 'Collections|Value Wines Under $20', 'Collections|Value Wines under $15', 'Events|Vintages Events|UGCB Event', 'Collections|Value Wine for the Host', 'Collections|Shop Red Wines by Price', 'Gift Shop|Holiday|Wines $10.95 or under', 'Collections|Gifts for Summer Celebrations', 'Collections|Top 10 wines|Top 10 Red Wines', 'Collections|Same-Day Pickup Wines for Parties', 'Collections|Shop Red Wines by Price|Under $15', 'Collections|Shop Affordable Wines Under $10.95', 'Collections|Top Hits of Summer|Top Wines of Summer', 'Deals|Aeroplan|Aeroplan Special Offer: Toro Bravo Wines', 'Collections|Gifts for Summer Celebrations|Pairings for Beef', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Tempranillo Blend,true,true,false,false,false,266,266,35,4.3,4.365208276364962,186,429,106,118
Trius Merlot VQA,https://www.lcbo.com/en/trius-merlot-vqa-587907,https://aem.lcbo.com/content/dam/lcbo/products/5/8/7/9/587907.jpg.thumb.319.319.png,"With a deft touch, Merlot can do quite well in the Niagara region. Trius Winery brings its decades of experience to bear with this ripe, fruit-forward Merlot. Aromas of plum, black cherry and baking spice waft from the nose, while the palate holds rich flavours of blackberry, blueberry, mineral and spice.","With a deft touch, Merlot can do quite well in the Niagara region. Trius Winery brings its decades of experience to bear with this ripe, fruit-forward Merlot. Aromas of plum, black cherry and baking spice waft from the nose, while the palate holds rich flavours of blackberry, blueberry, mineral and spice.",Ontario,Canada,N/A,1642640827000,true,17.95,N/A,17.95,750,13.5,7.0,1,spice ; Merlot ; rich flavours ; palate holds ; black cherry ; Trius Winery ; Niagara region ; deft touch ; Aromas of plum,"['Deals', 'Collections', 'Deals|Aeroplan', 'Collections|VQA', 'Collections|Ontario', 'Collections|Canadian Picks', 'Collections|Ontario|Niagara', 'Collections|Local Wines on Sale', 'Collections|Red Wines Under $20', 'Collections|VQA|Ontario VQA Wines', 'Collections|Shop Red Wines by Price', 'Collections|Ontario VQA Wines Under $20', 'Deals|Aeroplan|Ontario VQA Wines Bonus Offer', 'Collections|Shop Red Wines by Price|$15 to $20', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Canadian Wines', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Shop 800+ Ontario VQA Wines']",['Products|Wine|Red Wine'],Merlot,true,true,false,false,false,30,30,2,4.0,4.494531036368608,5472,2943,2559,1221
Toro Bravo Tempranillo Merlot,https://www.lcbo.com/en/toro-bravo-tempranillo-merlot-17834,https://aem.lcbo.com/content/dam/lcbo/products/0/1/7/8/017834.jpg.thumb.319.319.png,"Frequently heralded as a wine of exceptional value, Toro Bravo Tempranillo Merlot is a must-try red. On the nose, anticipate blackberry and plum aromas complemented by black pepper, caramel and earth notes. The palate is smooth, expressing ripe dark fruit and chocolate flavours. It is a great match for gourmet burgers.","Frequently heralded as a wine of exceptional value, Toro Bravo Tempranillo Merlot is a must-try red. On the nose, anticipate blackberry and plum aromas complemented by black pepper, caramel and earth notes. The palate is smooth, expressing ripe dark fruit and chocolate flavours. It is a great match for gourmet burgers.",Valencia,Spain,N/A,1642639944000,true,17.95,N/A,17.95,1500,13.0,5.0,1,gourmet burgers ; chocolate flavours ; dark fruit ; earth notes ; black pepper ; plum aromas ; must-try red ; Bravo Tempranillo Merlot ; Frequently heralded ; wine of exceptional,"['Deals', 'Events', 'Collections', 'Deals|Aeroplan', 'Events|Vintages Events', 'Events|Vintages Events|UGCB Event', 'Collections|Shop Red Wines by Price', 'Collections|Shop Red Wines by Price|$15 to $20', 'Collections|Celebrate with Large-Format Magnum Wines', 'Deals|Aeroplan|Aeroplan Special Offer: Toro Bravo Wines', 'Collections|Celebrate with Large-Format Magnum Wines|Magnum Red Wines - 1500ml', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Tempranillo Blend,true,true,false,false,false,60,60,7,4.9,4.719668966848429,2559,3611,602,550
Tommasi Il Sestante Valpolicella Ripasso DOC,https://www.lcbo.com/en/tommasi-il-sestante-valpolicella-ripasso-doc-267070,https://aem.lcbo.com/content/dam/lcbo/products/2/6/7/0/267070.jpg.thumb.319.319.png,"This popular red boasts an alluring blend of mellowness and complexity. Plum, cocoa and licorice aromas lure you in, while blackberry, coffee and spice flavours leave you lip-smackingly satisfied. This highly versatile and well-balanced red wine pairs well with white and red meats. Try it with coq au vin or osso buco.","This popular red boasts an alluring blend of mellowness and complexity. Plum, cocoa and licorice aromas lure you in, while blackberry, coffee and spice flavours leave you lip-smackingly satisfied. This highly versatile and well-balanced red wine pairs well with white and red meats. Try it with coq au vin or osso buco.",Veneto,Italy,N/A,1642640189000,true,19.5,N/A,19.5,750,13.5,8.0,1,osso buco ; wine pairs ; highly versatile ; lip-smackingly satisfied ; spice flavours ; licorice aromas ; alluring blend ; vin,"['Deals', 'Events', 'Collections', 'Deals|Aeroplan', 'Events|Vintages Events', 'Collections|Top Italian Wines', 'Events|Vintages Events|UGCB Event', 'Collections|Shop Red Wines by Price', 'Collections|Shop Red Wines by Price|$15 to $20', 'Deals|Aeroplan|Spend and Get on Italian products', 'Deals|Aeroplan|Spend and Get on Italian products|Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Ripasso,true,true,false,false,false,46,46,12,4.8,4.70610783801924,1037,2067,1181,1059
Two Oceans Cabernet Sauvignon Merlot,https://www.lcbo.com/en/two-oceans-cabernet-sauvignon-merlot-413062,https://aem.lcbo.com/content/dam/lcbo/products/4/1/3/0/413062.jpg.thumb.319.319.png,"This perennial customer-favourite allures with its approachable style and exceptional value. The nose shows cassis and spice aromas that interplay with herbal and floral notes. The palate is medium-bodied with soft tannins and fresh currant, blackberry and plum flavours. It is a terrific pairing for French Dip sandwiches.","This perennial customer-favourite allures with its approachable style and exceptional value. The nose shows cassis and spice aromas that interplay with herbal and floral notes. The palate is medium-bodied with soft tannins and fresh currant, blackberry and plum flavours. It is a terrific pairing for French Dip sandwiches.",Western Cape,South Africa,N/A,1642640404000,true,21.95,N/A,21.95,1500,13.5,6.0,1,Dip sandwiches ; plum flavours ; fresh currant ; soft tannins ; floral notes ; spice aromas ; shows cassis ; approachable style ; perennial customer-favourite,"['Deals', 'Collections', 'Deals|Aeroplan', 'Collections|Shop Red Wines by Price', 'Collections|Shop Red Wines by Price|$20 to $30', 'Deals|Aeroplan|Wines of South Africa Bonus Offer', 'Collections|Celebrate with Large-Format Magnum Wines', 'Collections|Celebrate with Large-Format Magnum Wines|Magnum Red Wines - 1500ml', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Blend,true,true,true,true,false,1,1,3,4.0,4.4564901874171765,7307,8187,1380,1095
Trius Cabernet Sauvignon VQA,https://www.lcbo.com/en/trius-cabernet-sauvignon-vqa-587956,https://aem.lcbo.com/content/dam/lcbo/products/5/8/7/9/587956.jpg.thumb.319.319.png,"Cabernet Sauvignon, the world's most planted red grape varietal, brings bold flavour and elegant texture to this offering from award-winning Trius Winery. It shows classic Cabernet Sauvignon flavours of cassis, cedar and cocoa, finishing with hints of oak and prune. Pair this stellar red with your favourite cut of beef.","Cabernet Sauvignon, the world's most planted red grape varietal, brings bold flavour and elegant texture to this offering from award-winning Trius Winery. It shows classic Cabernet Sauvignon flavours of cassis, cedar and cocoa, finishing with hints of oak and prune. Pair this stellar red with your favourite cut of beef.",Ontario,Canada,N/A,1642640827000,true,17.95,N/A,17.95,750,13.0,6.0,1,Cabernet Sauvignon ; flavours ; Trius Winery ; elegant texture ; grape varietal ; cut of beef ; hints of oak ; prune,"['Deals', 'Gift Shop', 'Collections', 'Deals|Aeroplan', 'Collections|VQA', 'Collections|Ontario', 'Collections|Canadian Picks', 'Collections|Ontario|Niagara', 'Collections|Ontario|VQA Value', 'Collections|Local Wines on Sale', 'Collections|Red Wines Under $20', 'Collections|Most Searched Wines', 'Collections|VQA|Ontario VQA Wines', 'Collections|Shop Red Wines by Price', 'Collections|VQA Red Wine Food Pairings', 'Collections|Ontario VQA Wines Under $20', 'Gift Shop|Local Gifts for Every Celebration', 'Collections|Customer Favourites - VQA Wines', 'Deals|Aeroplan|Ontario VQA Wines Bonus Offer', 'Collections|Local Wines for Your Easter Table', 'Collections|Shop Red Wines by Price|$15 to $20', 'Collections|VQA Red Wine Food Pairings|Pairings for Beef', 'Collections|Local Wines for Your Easter Table|Local Easter Collection - Red Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Canadian Wines', 'Collections|Shop Over 3000 Ontario- and Canadian-Made Products|Shop 800+ Ontario VQA Wines']",['Products|Wine|Red Wine'],Cabernet Sauvignon,true,true,false,false,false,93,93,4,5.0,4.709598031173092,526,204,540,452
The Pavillion Shiraz Cabernet Sauvignon,https://www.lcbo.com/en/the-pavillion-shiraz-cabernet-sauvignon-222299,https://aem.lcbo.com/content/dam/lcbo/products/2/2/2/2/222299.jpg.thumb.319.319.png,"This complex, flavourful red blend illustrates the quality of wine in South Africa's Cape vineyards. The nose presents smoky oak, cocoa, anise and stewed fruit aromas. Flavours of spice, blackberry and cracked peppercorn dominate the medium-bodied palate. Try it with a rack of lamb or beef short ribs.","This complex, flavourful red blend illustrates the quality of wine in South Africa's Cape vineyards. The nose presents smoky oak, cocoa, anise and stewed fruit aromas. Flavours of spice, blackberry and cracked peppercorn dominate the medium-bodied palate. Try it with a rack of lamb or beef short ribs.",N/A,South Africa,N/A,1642640115000,true,13.45,N/A,13.45,750,14.0,3.0,1,flavourful ; medium-bodied palate ; cracked peppercorn ; Cape vineyards ; South Africa ; red blend ; rack of lamb ; ribs,"['Deals', 'Collections', 'Deals|Aeroplan', 'Collections|Wine Fest Toronto', 'Collections|Shop Low-Sugar Wines', 'Collections|Wine Fest Toronto|South Africa', 'Deals|Aeroplan|Wines of South Africa Bonus Offer', 'Collections|Shop Low-Sugar Wines|Low-Sugar Red Wines', 'Deals|Aeroplan|Winter Online Exclusive Aeroplan Contest', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Blend,true,true,false,false,false,15,15,4,4.8,4.652455174030235,441,6555,1508,2254
Tommasi Valpolicella DOC,https://www.lcbo.com/en/tommasi-valpolicella-doc-19954,https://aem.lcbo.com/content/dam/lcbo/products/0/1/9/9/019954.jpg.thumb.319.319.png,"Tommasi Family Estate has long been a winemaking pioneer in the Veneto region. Since its founding in 1902, it has produced wines that provide exceptional quality, approachability and versatility. Light and elegant, this wine boasts cherry, plum, and spice flavours?perfect for salty cheeses and cured meats.","Tommasi Family Estate has long been a winemaking pioneer in the Veneto region. Since its founding in 1902, it has produced wines that provide exceptional quality, approachability and versatility. Light and elegant, this wine boasts cherry, plum, and spice flavours?perfect for salty cheeses and cured meats.",Veneto,Italy,N/A,1642640023000,true,17.5,N/A,17.5,750,12.0,6.0,1,wines ; cured meats ; salty cheeses ; spice flavours ; boasts cherry ; exceptional quality ; Veneto region ; Family Estate ; approachability,"['Deals', 'Events', 'Collections', 'Deals|Aeroplan', 'Events|Vintages Events', 'Collections|Top Italian Wines', 'Events|Vintages Events|UGCB Event', 'Deals|Aeroplan|Spend and Get on Italian products', 'Deals|Aeroplan|Spend and Get on Italian products|Wines', 'Products', 'Products|Wine', 'Products|Wine|Red Wine']",['Products|Wine|Red Wine'],Valpolicella,true,true,false,false,false,11,11,3,4.0,4.4564901874171765,2107,4048,1075,2381
